YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / BU"
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,270,000","2,300,000","104,420,000",46,"1,014,962,000"," "
2015,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.72
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"4,470,000","4,550,000","181,035,000",40.5,"1,658,281,000"," "
2015,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.16
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,270,000","5,300,000","305,660,000",58,"2,647,016,000"," "
2015,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.66
2015,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"103,000","105,000","3,296,000",32,"28,477,000"," "
2015,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.64
2015,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"301,000","305,000","12,943,000",43,"117,781,000"," "
2015,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,730,000","1,820,000","55,360,000",32,"480,525,000"," "
2015,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.68
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"5,720,000","5,750,000","185,900,000",32.5,"1,578,291,000"," "
2015,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.49
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,740,000","4,750,000","237,000,000",50,"2,170,920,000"," "
2015,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.16
2015,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"375,000","395,000","11,625,000",31,"102,300,000"," "
2015,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.8
2015,"OTHER STATES","  ","  ","   ",YEAR,SOYBEANS,0,0,0,0," "," "
2015,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"585,000","590,000","25,740,000",44,"223,681,000"," "
2015,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.69
2015,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"370,000","475,000","9,805,000",26.5,"84,813,000"," "
2015,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.65
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"5,120,000","5,150,000","235,520,000",46,"2,011,341,000"," "
2015,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.54
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,720,000","1,750,000","79,120,000",46,"735,025,000"," "
2015,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.29
2015,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"115,000","130,000","2,990,000",26,"25,116,000"," "
2015,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.4
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"620,000","630,000","21,390,000",34.5,"188,232,000"," "
2015,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.8
2015,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"26,000","27,000","1,248,000",48,"10,982,000"," "
2015,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.8
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,870,000","1,880,000","92,565,000",49.5,"808,092,000"," "
2015,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.73
2016,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"410,000","420,000","13,120,000",32,"128,970,000"," "
2016,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.83
2016,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,090,000","3,130,000","145,230,000",47,"1,427,611,000"," "
2016,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.83
2016,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"163,000","165,000","6,765,000",41.5,"63,862,000"," "
2016,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.44
2016,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"29,000","31,000","1,044,000",36,"9,135,000"," "
2016,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.75
2016,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"240,000","260,000","7,200,000",30,"72,720,000"," "
2016,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2016,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"10,050,000","10,100,000","592,950,000",59,"5,799,051,000"," "
2016,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.78
2016,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,630,000","5,650,000","323,725,000",57.5,"3,136,895,000"," "
2016,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.69
2016,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,440,000","9,500,000","566,400,000",60,"5,290,176,000"," "
2016,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.34
2016,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"4,010,000","4,050,000","192,480,000",48,"1,782,365,000"," "
2016,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.26
2016,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,780,000","1,790,000","89,000,000",50,"878,430,000"," "
2016,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.87
2016,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,190,000","1,230,000","57,715,000",48.5,"573,110,000"," "
2016,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.93
2016,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"515,000","520,000","21,373,000",41.5,"199,410,000"," "
2016,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.33
2016,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,060,000","2,070,000","104,030,000",50.5,"989,325,000"," "
2016,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.51
2016,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,490,000","7,550,000","389,480,000",52,"3,594,900,000"," "
2016,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.23
2016,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,020,000","2,040,000","96,960,000",48,"963,782,000"," "
2016,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.94
2016,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,540,000","5,600,000","271,460,000",49,"2,606,016,000"," "
2016,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2016,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,150,000","5,200,000","314,150,000",61,"2,883,897,000"," "
2016,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.18
2016,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"98,000","100,000","3,528,000",36,"33,834,000"," "
2016,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.59
2016,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"320,000","330,000","13,120,000",41,"125,558,000"," "
2016,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.57
2016,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,660,000","1,690,000","58,100,000",35,"569,380,000"," "
2016,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2016,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"5,990,000","6,050,000","248,585,000",41.5,"2,229,807,000"," "
2016,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.97
2016,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,840,000","4,850,000","263,780,000",54.5,"2,548,115,000"," "
2016,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.66
2016,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"470,000","485,000","13,630,000",29,"128,122,000"," "
2016,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2016,"OTHER STATES","  ","  ","   ",YEAR,SOYBEANS,0,0,0,0," "," "
2016,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"595,000","600,000","26,180,000",44,"249,757,000"," "
2016,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.54
2016,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"405,000","420,000","12,555,000",31,"121,532,000"," "
2016,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.68
2016,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"5,170,000","5,200,000","255,915,000",49.5,"2,310,912,000"," "
2016,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.03
2016,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,630,000","1,660,000","73,350,000",45,"717,363,000"," "
2016,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.78
2016,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"145,000","165,000","4,495,000",31,"41,174,000"," "
2016,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.16
2016,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"600,000","610,000","21,600,000",36,"203,040,000"," "
2016,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2016,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"26,000","27,000","1,326,000",51,"12,464,000"," "
2016,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2016,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,950,000","1,960,000","107,250,000",55,"1,003,860,000"," "
2016,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.36
2017,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"345,000","350,000","15,870,000",46,"149,654,000"," "
2017,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.43
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,500,000","3,530,000","178,500,000",51,"1,743,945,000"," "
2017,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.77
2017,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"158,000","160,000","8,058,000",51,"74,053,000"," "
2017,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.19
2017,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"14,000","15,000","476,000",34,"4,213,000"," "
2017,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.85
2017,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"150,000","155,000","6,300,000",42,"60,606,000"," "
2017,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.62
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"10,550,000","10,600,000","611,900,000",58,"5,874,240,000"," "
2017,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2017,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,940,000","5,950,000","320,760,000",54,"3,082,504,000"," "
2017,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.61
2017,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,940,000","10,000,000","566,580,000",57,"5,240,865,000"," "
2017,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.25
2017,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"5,110,000","5,150,000","191,625,000",37.5,"1,724,625,000"," "
2017,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9
2017,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,940,000","1,950,000","102,820,000",53,"997,354,000"," "
2017,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.7
2017,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,250,000","1,270,000","67,500,000",54,"652,725,000"," "
2017,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.67
2017,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"495,000","500,000","25,245,000",51,"232,254,000"," "
2017,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.2
2017,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,270,000","2,280,000","96,475,000",42.5,"905,900,000"," "
2017,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.39
2017,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"8,090,000","8,150,000","384,275,000",47.5,"3,523,802,000"," "
2017,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.17
2017,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,170,000","2,190,000","115,010,000",53,"1,120,197,000"," "
2017,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.74
2017,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,910,000","5,950,000","292,545,000",49.5,"2,773,327,000"," "
2017,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.48
2017,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,670,000","5,700,000","326,025,000",57.5,"2,960,307,000"," "
2017,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.08
2017,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"99,000","100,000","4,455,000",45,"41,432,000"," "
2017,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.3
2017,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"265,000","270,000","11,925,000",45,"110,426,000"," "
2017,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.26
2017,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,690,000","1,700,000","67,600,000",40,"642,200,000"," "
2017,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.5
2017,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"7,050,000","7,100,000","243,225,000",34.5,"2,159,838,000"," "
2017,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.88
2017,OHIO,39,"  ","   ",YEAR,SOYBEANS,"5,090,000","5,100,000","251,955,000",49.5,"2,423,807,000"," "
2017,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.62
2017,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"640,000","655,000","18,560,000",29,"168,896,000"," "
2017,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2017,"OTHER STATES","  ","  ","   ",YEAR,SOYBEANS,0,0,0,0," "," "
2017,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"605,000","610,000","29,040,000",48,"271,234,000"," "
2017,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.34
2017,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"390,000","400,000","14,820,000",38,"141,086,000"," "
2017,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.52
2017,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"5,610,000","5,650,000","241,230,000",43,"2,156,596,000"," "
2017,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.94
2017,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,660,000","1,690,000","83,000,000",50,"805,100,000"," "
2017,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.7
2017,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"185,000","210,000","6,845,000",37,"60,921,000"," "
2017,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.9
2017,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"590,000","600,000","25,960,000",44,"244,024,000"," "
2017,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2017,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"26,000","27,000","1,404,000",54,"13,198,000"," "
2017,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.4
2017,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"2,140,000","2,150,000","101,650,000",47.5,"949,411,000"," "
2017,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.34
2018,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"335,000","345,000","13,400,000",40,"123,369,000"," "
2018,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.5
2018,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,210,000","3,270,000","162,105,000",50.5,"1,487,160,000"," "
2018,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.81
2018,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"168,000","170,000","6,972,000",41.5,"59,623,000"," "
2018,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.25
2018,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"12,000","18,000","444,000",37,"3,694,000"," "
2018,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.1
2018,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"130,000","145,000","5,135,000",39.5,"46,170,000"," "
2018,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.9
2018,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"10,500,000","10,800,000","666,750,000",63.5,"6,253,813,000"," "
2018,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.74
2018,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,960,000","6,000,000","342,700,000",57.5,"3,030,300,000"," "
2018,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.73
2018,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,830,000","9,950,000","550,480,000",56,"4,857,882,000"," "
2018,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.46
2018,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"4,690,000","4,750,000","201,670,000",43,"1,625,378,000"," "
2018,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.93
2018,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,930,000","1,950,000","98,430,000",51,"910,624,000"," "
2018,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.79
2018,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,190,000","1,340,000","61,285,000",51.5,"564,720,000"," "
2018,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.95
2018,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"515,000","530,000","24,463,000",47.5,"206,712,000"," "
2018,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.12
2018,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,310,000","2,330,000","109,725,000",47.5,"941,184,000"," "
2018,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.53
2018,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,650,000","7,750,000","374,850,000",49,"3,328,985,000"," "
2018,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.4
2018,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,190,000","2,230,000","118,260,000",54,"1,104,034,000"," "
2018,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.85
2018,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,780,000","5,850,000","257,210,000",44.5,"2,244,600,000"," "
2018,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.56
2018,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,590,000","5,650,000","324,220,000",58,"2,766,805,000"," "
2018,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.2
2018,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"107,000","110,000","4,227,000",39.5,"32,960,000"," "
2018,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.98
2018,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"325,000","335,000","16,900,000",52,"141,120,000"," "
2018,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.2
2018,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,570,000","1,650,000","51,810,000",33,"464,406,000"," "
2018,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.66
2018,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"6,840,000","6,900,000","239,400,000",35,"2,021,299,000"," "
2018,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.98
2018,OHIO,39,"  ","   ",YEAR,SOYBEANS,"5,020,000","5,050,000","281,120,000",56,"2,527,350,000"," "
2018,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.69
2018,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"600,000","640,000","16,800,000",28,"141,300,000"," "
2018,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.89
2018,"OTHER STATES","  ","  ","   ",YEAR,SOYBEANS,0,0,0,0," "," "
2018,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"630,000","640,000","28,035,000",44.5,"235,305,000"," "
2018,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.42
2018,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"330,000","390,000","9,570,000",29,"99,014,000"," "
2018,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.1
2018,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"5,580,000","5,650,000","251,100,000",45,"2,066,274,000"," "
2018,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.97
2018,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,670,000","1,700,000","75,985,000",45.5,"676,016,000"," "
2018,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.75
2018,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"135,000","175,000","4,253,000",31.5,"33,048,000"," "
2018,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.59
2018,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"590,000","600,000","24,780,000",42,"218,182,000"," "
2018,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.3
2018,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"27,000","29,000","1,431,000",53,"12,427,000"," "
2018,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.5
2018,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"2,180,000","2,220,000","104,640,000",48,"910,224,000"," "
2018,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.49
2019,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"265,000","270,000","9,805,000",37," "," "
2019,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"2,600,000","2,650,000","130,000,000",50," "," "
2019,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"153,000","155,000","5,814,000",38," "," "
2019,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"95,000","100,000","2,470,000",26," "," "
2019,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,940,000","10,000,000","506,940,000",51," "," "
2019,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,370,000","5,400,000","263,130,000",49," "," "
2019,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,130,000","9,200,000","483,890,000",53," "," "
2019,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"4,540,000","4,600,000","199,760,000",44," "," "
2019,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,690,000","1,700,000","84,500,000",50," "," "
2019,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"860,000","890,000","41,280,000",48," "," "
2019,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"475,000","480,000","21,375,000",45," "," "
2019,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,720,000","1,750,000","72,240,000",42," "," "
2019,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"6,820,000","6,900,000","306,900,000",45," "," "
2019,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,620,000","1,650,000","81,000,000",50," "," "
2019,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,030,000","5,100,000","231,380,000",46," "," "
